agent,competition,debug_prob,debug_depth,exec_timeout,journal_path
aide,smartphone-decimeter-2022,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2025-12-17T22-27-24-GMT_run-group_aide/smartphone-decimeter-2022_a4d19b83-d145-450f-8938-d4d6e9f61cb6/logs/journal.json
aide,billion-word-imputation,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2025-12-17T22-27-34-GMT_run-group_aide/billion-word-imputation_d5d16200-570e-4a6c-a213-5149ab5088b1/logs/journal.json
aide,billion-word-imputation,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2025-12-17T22-27-45-GMT_run-group_aide/billion-word-imputation_edfd4a1e-7256-44d9-991b-d68617fcd9a5/logs/journal.json
aide,smartphone-decimeter-2022,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2025-12-17T22-28-29-GMT_run-group_aide/smartphone-decimeter-2022_5cc81790-b958-4b12-b20a-6d15a459507c/logs/journal.json
aide,new-york-city-taxi-fare-prediction,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2025-12-18T03-39-09-GMT_run-group_aide/new-york-city-taxi-fare-prediction_eb9b444f-d525-4bf3-ad56-3f085338b0ff/logs/journal.json
aide,tensorflow2-question-answering,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2025-12-18T03-41-44-GMT_run-group_aide/tensorflow2-question-answering_d04c55f4-d165-48e9-9f2d-23386f3917bd/logs/journal.json
aide,billion-word-imputation,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2025-12-18T04-23-24-GMT_run-group_aide/billion-word-imputation_85b1701f-5085-42f0-ac00-5ae1187269cb/logs/journal.json
aide,dog-breed-identification,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2025-12-18T04-23-26-GMT_run-group_aide/dog-breed-identification_58af4168-a96f-4422-9f93-68e779a4d652/logs/journal.json
aide,new-york-city-taxi-fare-prediction,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2025-12-18T04-23-26-GMT_run-group_aide/new-york-city-taxi-fare-prediction_47847d78-5bfd-4edd-844c-efa2cdc19e79/logs/journal.json
aide,facebook-recruiting-iii-keyword-extraction,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2025-12-18T04-25-55-GMT_run-group_aide/facebook-recruiting-iii-keyword-extraction_4c596c7d-6f97-481d-874f-54bae86a6d44/logs/journal.json
aide,tensorflow2-question-answering,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2025-12-18T04-26-18-GMT_run-group_aide/tensorflow2-question-answering_a420300f-f7da-42f9-bfdc-7d63a988762e/logs/journal.json
aide,smartphone-decimeter-2022,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2025-12-18T04-26-26-GMT_run-group_aide/smartphone-decimeter-2022_d59f7ef1-552e-459c-a4ca-24cbfca00037/logs/journal.json
aide,bms-molecular-translation,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2025-12-18T11-03-26-GMT_run-group_aide/bms-molecular-translation_6dc02299-adc3-4dd9-b716-66c3142b8c61/logs/journal.json
aide,facebook-recruiting-iii-keyword-extraction,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2025-12-18T18-45-30-GMT_run-group_aide/facebook-recruiting-iii-keyword-extraction_bcb4987f-f85d-4c9f-87ae-13d2cdcf0c39/logs/journal.json
aide,dog-breed-identification,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2025-12-18T22-47-00-GMT_run-group_aide/dog-breed-identification_4dc31cfb-76c6-40c0-97ee-a87794e7009e/logs/journal.json
aide,billion-word-imputation,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2025-12-18T22-47-09-GMT_run-group_aide/billion-word-imputation_dd93cd5e-a32b-4ea5-bcb1-61363395e225/logs/journal.json
aide,bms-molecular-translation,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2025-12-19T04-46-53-GMT_run-group_aide/bms-molecular-translation_6b78b924-96d3-45c8-84c7-c48b8144de44/logs/journal.json
aide,billion-word-imputation,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2025-12-19T05-46-57-GMT_run-group_aide/billion-word-imputation_72836516-3340-464d-b2ce-e28aed7fac5f/logs/journal.json
aide,dog-breed-identification,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2025-12-19T05-47-03-GMT_run-group_aide/dog-breed-identification_a8619e40-4ab9-4a2f-ae2c-609993164bbc/logs/journal.json
aide,dog-breed-identification,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-01-07T05-29-11-GMT_run-group_aide/dog-breed-identification_3fdd154e-3a6c-44d5-b789-869560ccb4dc/logs/journal.json
aide,billion-word-imputation,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-01-07T05-46-24-GMT_run-group_aide/billion-word-imputation_332c0177-7780-4ec1-9ecc-23204949a5fe/logs/journal.json
aide,bms-molecular-translation,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-01-07T10-53-52-GMT_run-group_aide/bms-molecular-translation_c70516a2-5e68-4b6b-8ddf-041940979033/logs/journal.json
aide,dog-breed-identification,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-01-16T16-29-02-GMT_run-group_aide/dog-breed-identification_9fd73126-529c-42c1-8186-0f0752e83d1f/logs/journal.json
aide,billion-word-imputation,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-01-29T05-32-26-GMT_run-group_aide/billion-word-imputation_146720f4-43f7-4d0f-9819-08a47b35a0d2/logs/journal.json
aide,billion-word-imputation,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-01-29T05-33-58-GMT_run-group_aide/billion-word-imputation_9fa8fba1-e958-481e-a701-20f00b7a563c/logs/journal.json
aide,billion-word-imputation,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-01-29T05-34-02-GMT_run-group_aide/billion-word-imputation_4e506dbd-ab42-4982-83f7-76ae804370d6/logs/journal.json
aide,facebook-recruiting-iii-keyword-extraction,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-01-29T05-34-55-GMT_run-group_aide/facebook-recruiting-iii-keyword-extraction_a8c82e53-ba87-41db-948e-194f2acb0bad/logs/journal.json
aide,facebook-recruiting-iii-keyword-extraction,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-01-29T05-34-57-GMT_run-group_aide/facebook-recruiting-iii-keyword-extraction_d664f9a4-94b1-4e22-b9cf-4b5b5d0d0f51/logs/journal.json
aide,smartphone-decimeter-2022,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-01-29T05-35-49-GMT_run-group_aide/smartphone-decimeter-2022_e2463ee5-b12f-47a8-a522-1b5386f6aba3/logs/journal.json
aide,aerial-cactus-identification,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-01T02-05-48-GMT_run-group_aide/aerial-cactus-identification_86779d21-4069-443f-98cf-0136165e353a/logs/journal.json
aide,aerial-cactus-identification,,,,/scratch/gpfs/PLI/sl2998/workspace/mle-agent/runs/2026-02-01T02-05-49-GMT_run-group_aide/aerial-cactus-identification_4d30b90e-f6ae-4ba3-ac35-32fcac3e52c3/logs/journal.json
